canonicalClubId,workbookId,displayName,league,templateKey,reason,reviewStatus
"arg1_independiente","arg1_independiente","独立","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_lanus","arg1_lanus","拉努斯","Liga Profesional（30）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"arg1_newell_s_old_boys","arg1_newell_s_old_boys","纽维尔老男孩","Liga Profesional（30）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"arg1_racing_club","arg1_racing_club","竞技","Liga Profesional（30）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"arg1_rosario_central","arg1_rosario_central","罗萨里奥中央","Liga Profesional（30）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"arg1_san_lorenzo","arg1_san_lorenzo","圣洛伦索","Liga Profesional（30）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"arg1_talleres","arg1_talleres","塔勒瑞斯","Liga Profesional（30）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"arg1_velez_sarsfield","arg1_velez_sarsfield","萨斯菲尔德","Liga Profesional（30）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"arg1_aldosivi","arg1_aldosivi","阿尔多斯维","Liga Profesional（30）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"arg1_argentinos_juniors","arg1_argentinos_juniors","阿根廷青年人","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_atletico_tucuman","arg1_atletico_tucuman","图库曼竞技","Liga Profesional（30）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"arg1_banfield","arg1_banfield","班菲尔德","Liga Profesional（30）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"arg1_barracas_central","arg1_barracas_central","巴拉卡斯中央","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_belgrano","arg1_belgrano","贝尔格拉诺","Liga Profesional（30）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"arg1_central_cordoba","arg1_central_cordoba","科尔多瓦中央","Liga Profesional（30）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"arg1_defensa_y_justicia","arg1_defensa_y_justicia","国防与司法","Liga Profesional（30）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"arg1_deportivo_riestra","arg1_deportivo_riestra","利斯特拉","Liga Profesional（30）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"arg1_estudiantes_de_rio_cuarto","arg1_estudiantes_de_rio_cuarto","里奥夸尔托大学生","Liga Profesional（30）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"arg1_gimnasia_la_plata","arg1_gimnasia_la_plata","拉普拉塔体操","Liga Profesional（30）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"arg1_gimnasia_mendoza","arg1_gimnasia_mendoza","门多萨体操","Liga Profesional（30）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"arg1_huracan","arg1_huracan","飓风","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_independiente_rivadavia","arg1_independiente_rivadavia","里瓦达维亚独立","Liga Profesional（30）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"arg1_instituto","arg1_instituto","因斯蒂图托","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_platense","arg1_platense","普拉滕斯","Liga Profesional（30）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"arg1_sarmiento","arg1_sarmiento","萨米恩托","Liga Profesional（30）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"arg1_tigre","arg1_tigre","堤格雷","Liga Profesional（30）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"arg1_union","arg1_union","圣菲联合","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"cn_shanghai_donggang","chn1_shanghai_donggang","cn_shanghai_donggang","中国顶级联赛（16）","BLUE_RED","用户确认：上海东港蓝红模板锚点。","USER_CONFIRMED"
"cn_beijing_yuhua","chn1_beijing_yuhua","cn_beijing_yuhua","中国顶级联赛（16）","GREEN_YELLOW","用户确认：北京御华绿黄模板锚点。","USER_CONFIRMED"
"chn1_shandong_taiyue","chn1_shandong_taiyue","chn1_shandong_taiyue","中国顶级联赛（16）","ORANGE","橙色主视觉，归入 ORANGE。","CONFIRMED"
"cn_chengdu_jincheng","chn1_chengdu_jincheng","cn_chengdu_jincheng","中国顶级联赛（16）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","CONFIRMED"
"cn_wuhan_jiangcheng","chn1_wuhan_jiangcheng","cn_wuhan_jiangcheng","中国顶级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn1_tianjin_jinmen","chn1_tianjin_jinmen","chn1_tianjin_jinmen","中国顶级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn1_zhejiang_qianchao","chn1_zhejiang_qianchao","chn1_zhejiang_qianchao","中国顶级联赛（16）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","CONFIRMED"
"chn1_henan_zhongyuan","chn1_henan_zhongyuan","chn1_henan_zhongyuan","中国顶级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn1_changchun_beichen","chn1_changchun_beichen","chn1_changchun_beichen","中国顶级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn1_dalian_bincheng","chn1_dalian_bincheng","chn1_dalian_bincheng","中国顶级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn1_qingdao_haiwan","chn1_qingdao_haiwan","chn1_qingdao_haiwan","中国顶级联赛（16）","ORANGE","橙色主视觉，归入 ORANGE。","CONFIRMED"
"chn1_shenzhen_pengcheng","chn1_shenzhen_pengcheng","chn1_shenzhen_pengcheng","中国顶级联赛（16）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","CONFIRMED"
"chn1_chongqing_shancheng","chn1_chongqing_shancheng","chn1_chongqing_shancheng","中国顶级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn1_xian_changan","chn1_xian_changan","chn1_xian_changan","中国顶级联赛（16）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","CONFIRMED"
"chn1_nanjing_jinling","chn1_nanjing_jinling","chn1_nanjing_jinling","中国顶级联赛（16）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","CONFIRMED"
"chn1_guangzhou_nanyue","chn1_guangzhou_nanyue","chn1_guangzhou_nanyue","中国顶级联赛（16）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","CONFIRMED"
"cn_guangxi_liancheng","chn2_guangxi_liancheng","cn_guangxi_liancheng","中国次级联赛（16）","ORANGE","橙色主视觉，归入 ORANGE。","CONFIRMED"
"cn_yunnan_shanhe","chn2_yunnan_shanhe","cn_yunnan_shanhe","中国次级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn2_liaoning_tiecheng","chn2_liaoning_tiecheng","chn2_liaoning_tiecheng","中国次级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn2_shijiazhuang_yanzhao","chn2_shijiazhuang_yanzhao","chn2_shijiazhuang_yanzhao","中国次级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn2_suzhou_wumen","chn2_suzhou_wumen","chn2_suzhou_wumen","中国次级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn2_wuxi_taihu","chn2_wuxi_taihu","chn2_wuxi_taihu","中国次级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn2_nantong_jianghai","chn2_nantong_jianghai","chn2_nantong_jianghai","中国次级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn2_hefei_luzhou","chn2_hefei_luzhou","chn2_hefei_luzhou","中国次级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn2_foshan_lingnan","chn2_foshan_lingnan","chn2_foshan_lingnan","中国次级联赛（16）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","CONFIRMED"
"chn2_meizhou_jiaying","chn2_meizhou_jiaying","chn2_meizhou_jiaying","中国次级联赛（16）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","CONFIRMED"
"chn2_xiamen_ludao","chn2_xiamen_ludao","chn2_xiamen_ludao","中国次级联赛（16）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","CONFIRMED"
"chn2_ningbo_yongjiang","chn2_ningbo_yongjiang","chn2_ningbo_yongjiang","中国次级联赛（16）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","CONFIRMED"
"chn2_shaanxi_qinling","chn2_shaanxi_qinling","chn2_shaanxi_qinling","中国次级联赛（16）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","CONFIRMED"
"chn2_guizhou_qianfeng","chn2_guizhou_qianfeng","chn2_guizhou_qianfeng","中国次级联赛（16）","CLARET_BLUE","酒红与蓝色主视觉，归入 CLARET_BLUE。","CONFIRMED"
"chn2_xinjiang_kunlun","chn2_xinjiang_kunlun","chn2_xinjiang_kunlun","中国次级联赛（16）","ORANGE","橙色主视觉，归入 ORANGE。","CONFIRMED"
"chn2_hohhot_qingcheng","chn2_hohhot_qingcheng","chn2_hohhot_qingcheng","中国次级联赛（16）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","CONFIRMED"
